 written on 11Dec2018 at 19:39:22 
           6
           1
    0    0    0    1    1    4.964310    0.000000   -5.000000    0.000000   -5.000000    0.000000
    0    0    0    2    1    0.000000    0.000000    0.000000    0.000000    0.049105    0.000000
    0    0    0    3    1   -0.000000    0.000000   -0.000000   -0.000000   -0.000000    0.000000
    0    0    0    4    1   -0.020243   -0.000000    0.000000    0.000000   -0.000000    0.000000
    0    0    0    5    1    0.000000    0.000000    0.000000    0.000000   -0.142330    0.000000
    0    0    0    6    1   -0.000000   -0.000000   -0.000000   -0.000000   -0.000000    0.000000
    0    0    0    1    2    0.000000   -0.000000    0.000000   -0.000000    0.049105   -0.000000
    0    0    0    2    2   -4.451244    0.000000   -4.999998    0.000000   -4.999998    0.000000
    0    0    0    3    2    0.000000    0.000000    0.049105   -0.000000    0.000000   -0.000000
    0    0    0    4    2    0.000000    0.000000   -0.000000    0.000000    0.049105   -0.000000
    0    0    0    5    2    0.170022   -0.000000   -0.000001   -0.000000   -0.000001    0.000000
    0    0    0    6    2    0.000000   -0.000000    0.049105   -0.000000   -0.000000    0.000000
    0    0    0    1    3   -0.000000   -0.000000   -0.000000    0.000000   -0.000000   -0.000000
    0    0    0    2    3    0.000000   -0.000000    0.049105    0.000000    0.000000    0.000000
    0    0    0    3    3    4.964310    0.000000   -5.000000    0.000000   -5.000000    0.000000
    0    0    0    4    3   -0.000000    0.000000   -0.000000    0.000000   -0.000000    0.000000
    0    0    0    5    3    0.000000   -0.000000   -0.142330    0.000000    0.000000    0.000000
    0    0    0    6    3   -0.020243    0.000000   -0.000000   -0.000000    0.000000    0.000000
    0    0    0    1    4   -0.020243    0.000000    0.000000   -0.000000   -0.000000   -0.000000
    0    0    0    2    4    0.000000   -0.000000   -0.000000   -0.000000    0.049105    0.000000
    0    0    0    3    4   -0.000000   -0.000000   -0.000000   -0.000000   -0.000000   -0.000000
    0    0    0    4    4   -3.866810    0.000000   -5.000000    0.000000   -5.000000    0.000000
    0    0    0    5    4    0.000000   -0.000000   -0.000000   -0.000000   -0.142331    0.000000
    0    0    0    6    4   -0.000000    0.000000   -0.000000    0.000000   -0.000000   -0.000000
    0    0    0    1    5    0.000000   -0.000000    0.000000   -0.000000   -0.142330   -0.000000
    0    0    0    2    5    0.170022    0.000000   -0.000001    0.000000   -0.000001   -0.000000
    0    0    0    3    5    0.000000    0.000000   -0.142330   -0.000000    0.000000   -0.000000
    0    0    0    4    5    0.000000    0.000000   -0.000000    0.000000   -0.142331   -0.000000
    0    0    0    5    5   -4.451244    0.000000   -4.999998    0.000000   -4.999999    0.000000
    0    0    0    6    5    0.000000   -0.000000   -0.142331   -0.000000   -0.000000    0.000000
    0    0    0    1    6   -0.000000    0.000000   -0.000000    0.000000   -0.000000   -0.000000
    0    0    0    2    6    0.000000    0.000000    0.049105    0.000000   -0.000000   -0.000000
    0    0    0    3    6   -0.020243   -0.000000   -0.000000    0.000000    0.000000   -0.000000
    0    0    0    4    6   -0.000000   -0.000000   -0.000000   -0.000000   -0.000000    0.000000
    0    0    0    5    6    0.000000    0.000000   -0.142331    0.000000   -0.000000   -0.000000
    0    0    0    6    6   -3.866810    0.000000   -5.000000    0.000000   -5.000000    0.000000
